"","AnimalID","ExpStart","Treatment","Partner","SexPartner","PartnerBS","Pass_NB","Colony","Received","Bite","Chase","Displace","Overt","Pulltail","Retreat","Bouts_NB","Call_NB","Total_SI","ObservedDuration","OutOfSight","DurationSeen","WeightRank","QueueLength","QueueRank","GroupSize","NB_Adults60","NB_Adults70","NB_Adults80","NB_Adults90","PartnerWeight","WeightDelay_Abs","CompNB_15","SameSex_CompNB_15","Date","FocalWeight","Weight_Diff","Partner_Weight_Min","Partner_NB"
"740","G4F004",2015-04-14,"Control","G4F020","F","Subordinate",2,"Gemsbok 4","Received",0,0,0,0,0,0,0,0,0,133.1,41.8166666666667,91.2833333333333,5,8,3,13,11,11,8,8,70,6,2,0,"14/04/2015",143,73,67,3
"741","G4F004",2015-04-14,"Control","G4F022","F","Subordinate",2,"Gemsbok 4","Initiated",0,0,0,1,0,0,0,0,1,133.1,41.8166666666667,91.2833333333333,5,8,3,13,11,11,8,8,41,6,2,0,"14/04/2015",143,102,32,3
"742","G4F004",2015-04-14,"Control","G4F022","F","Subordinate",2,"Gemsbok 4","Received",0,0,0,0,1,0,0,0,1,133.1,41.8166666666667,91.2833333333333,5,8,3,13,11,11,8,8,41,6,2,0,"14/04/2015",143,102,32,3
"743","G4F004",2015-04-14,"Control","G4M017","M","Male",1,"Gemsbok 4","Initiated",0,0,0,2,0,0,0,0,2,133.1,41.8166666666667,91.2833333333333,5,8,3,13,11,11,8,8,78,6,2,0,"14/04/2015",143,65,69,3
"744","G4F004",2015-04-14,"Control","G4M017","M","Male",1,"Gemsbok 4","Received",0,0,0,0,0,0,2,7,0,133.1,41.8166666666667,91.2833333333333,5,8,3,13,11,11,8,8,78,6,2,0,"14/04/2015",143,65,69,3
"745","G4F004",2015-04-14,"Control","G4M018","M","Male",0,"Gemsbok 4","Initiated",0,0,0,0,0,0,1,12,0,133.1,41.8166666666667,91.2833333333333,5,8,3,13,11,11,8,8,93,6,2,0,"14/04/2015",143,50,86,3
"746","G4F004",2015-04-14,"Control","G4M018","M","Male",0,"Gemsbok 4","Received",0,0,0,0,0,0,0,0,0,133.1,41.8166666666667,91.2833333333333,5,8,3,13,11,11,8,8,93,6,2,0,"14/04/2015",143,50,86,3
"747","G4F004",2015-04-14,"Control","G4M021","M","Male",2,"Gemsbok 4","Initiated",0,1,0,2,0,0,0,0,3,133.1,41.8166666666667,91.2833333333333,5,8,3,13,11,11,8,8,51,6,2,0,"14/04/2015",143,92,40,3
"748","G4F004",2015-04-14,"Control","G4M021","M","Male",2,"Gemsbok 4","Received",3,0,0,0,0,0,1,8,3,133.1,41.8166666666667,91.2833333333333,5,8,3,13,11,11,8,8,51,6,2,0,"14/04/2015",143,92,40,3
"749","G4F004",2015-03-16,"Thigh","G4F002","F","Subordinate",0,"Gemsbok 4","Initiated",0,0,0,0,0,0,2,28,0,154.75,54.7666666666667,99.9833333333333,4,8,2,13,11,8,8,7,162,0,4,2,"16/03/2015",148,-14,158,6
"750","G4F004",2015-03-16,"Thigh","G4F002","F","Subordinate",0,"Gemsbok 4","Received",2,0,0,0,0,0,0,0,2,154.75,54.7666666666667,99.9833333333333,4,8,2,13,11,8,8,7,162,0,4,2,"16/03/2015",148,-14,158,6
"751","G4F004",2015-03-16,"Thigh","G4F003","F","Queen",1,"Gemsbok 4","Initiated",0,0,0,0,0,0,11,85,0,154.75,54.7666666666667,99.9833333333333,4,8,2,13,11,8,8,7,140,2,4,2,"16/03/2015",148,8,140,1
"752","G4F004",2015-03-16,"Thigh","G4F003","F","Queen",1,"Gemsbok 4","Received",3,0,0,0,0,3,0,0,3,154.75,54.7666666666667,99.9833333333333,4,8,2,13,11,8,8,7,140,2,4,2,"16/03/2015",148,8,140,1
"753","G4F004",2015-03-16,"Thigh","G4F006","F","Subordinate",3,"Gemsbok 4","Initiated",3,0,0,0,0,0,1,6,3,154.75,54.7666666666667,99.9833333333333,4,8,2,13,11,8,8,7,104,7,4,2,"16/03/2015",148,44,103,6
"754","G4F004",2015-03-16,"Thigh","G4F006","F","Subordinate",3,"Gemsbok 4","Received",1,0,0,0,0,0,0,0,1,154.75,54.7666666666667,99.9833333333333,4,8,2,13,11,8,8,7,104,7,4,2,"16/03/2015",148,44,103,6
"755","G4F004",2015-03-16,"Thigh","G4F016","F","Subordinate",3,"Gemsbok 4","Initiated",0,0,0,0,0,1,0,0,0,154.75,54.7666666666667,99.9833333333333,4,8,2,13,11,8,8,7,98,1,4,2,"16/03/2015",148,50,98,6
"756","G4F004",2015-03-16,"Thigh","G4F016","F","Subordinate",3,"Gemsbok 4","Received",8,0,0,0,0,0,0,0,8,154.75,54.7666666666667,99.9833333333333,4,8,2,13,11,8,8,7,98,1,4,2,"16/03/2015",148,50,98,6
"757","G4F004",2015-03-16,"Thigh","G4F019","F","Subordinate",2,"Gemsbok 4","Initiated",0,0,0,0,0,0,0,0,0,154.75,54.7666666666667,99.9833333333333,4,8,2,13,11,8,8,7,66,7,4,2,"16/03/2015",148,82,66,6
"758","G4F004",2015-03-16,"Thigh","G4F019","F","Subordinate",2,"Gemsbok 4","Received",0,0,0,0,0,0,0,0,0,154.75,54.7666666666667,99.9833333333333,4,8,2,13,11,8,8,7,66,7,4,2,"16/03/2015",148,82,66,6
"759","G4F004",2015-03-16,"Thigh","G4F020","F","Subordinate",5,"Gemsbok 4","Initiated",0,0,0,0,0,1,0,0,0,154.75,54.7666666666667,99.9833333333333,4,8,2,13,11,8,8,7,67,7,4,2,"16/03/2015",148,81,67,6
"760","G4F004",2015-03-16,"Thigh","G4F020","F","Subordinate",5,"Gemsbok 4","Received",4,0,0,0,1,0,0,0,5,154.75,54.7666666666667,99.9833333333333,4,8,2,13,11,8,8,7,67,7,4,2,"16/03/2015",148,81,67,6
"761","G4F004",2015-03-16,"Thigh","G4F022","F","Subordinate",2,"Gemsbok 4","Initiated",0,0,0,0,0,0,0,0,0,154.75,54.7666666666667,99.9833333333333,4,8,2,13,11,8,8,7,32,1,4,2,"16/03/2015",148,116,32,6
"762","G4F004",2015-03-16,"Thigh","G4F022","F","Subordinate",2,"Gemsbok 4","Received",5,0,0,0,0,0,1,2,5,154.75,54.7666666666667,99.9833333333333,4,8,2,13,11,8,8,7,32,1,4,2,"16/03/2015",148,116,32,6
"763","G4F004",2015-03-16,"Thigh","G4M001","M","Male",6,"Gemsbok 4","Initiated",0,0,0,0,0,0,0,0,0,154.75,54.7666666666667,99.9833333333333,4,8,2,13,11,8,8,7,150,7,4,2,"16/03/2015",148,-2,150,5
"764","G4F004",2015-03-16,"Thigh","G4M001","M","Male",6,"Gemsbok 4","Received",0,0,0,0,1,0,0,0,1,154.75,54.7666666666667,99.9833333333333,4,8,2,13,11,8,8,7,150,7,4,2,"16/03/2015",148,-2,150,5
"765","G4F004",2015-03-16,"Thigh","G4M007","M","Male",3,"Gemsbok 4","Initiated",0,0,0,0,0,0,0,0,0,154.75,54.7666666666667,99.9833333333333,4,8,2,13,11,8,8,7,154,7,4,2,"16/03/2015",148,-6,153,5
"766","G4F004",2015-03-16,"Thigh","G4M007","M","Male",3,"Gemsbok 4","Received",0,0,0,0,0,0,0,0,0,154.75,54.7666666666667,99.9833333333333,4,8,2,13,11,8,8,7,154,7,4,2,"16/03/2015",148,-6,153,5
"767","G4F004",2015-03-16,"Thigh","G4M017","M","Male",4,"Gemsbok 4","Initiated",0,0,0,0,0,3,0,0,0,154.75,54.7666666666667,99.9833333333333,4,8,2,13,11,8,8,7,69,7,4,2,"16/03/2015",148,79,69,5
"768","G4F004",2015-03-16,"Thigh","G4M017","M","Male",4,"Gemsbok 4","Received",1,0,0,0,0,3,0,0,1,154.75,54.7666666666667,99.9833333333333,4,8,2,13,11,8,8,7,69,7,4,2,"16/03/2015",148,79,69,5
"769","G4F004",2015-03-16,"Thigh","G4M018","M","Male",4,"Gemsbok 4","Initiated",3,0,0,0,1,2,1,1,4,154.75,54.7666666666667,99.9833333333333,4,8,2,13,11,8,8,7,86,7,4,2,"16/03/2015",148,62,86,5
"770","G4F004",2015-03-16,"Thigh","G4M018","M","Male",4,"Gemsbok 4","Received",6,0,0,0,1,1,0,0,7,154.75,54.7666666666667,99.9833333333333,4,8,2,13,11,8,8,7,86,7,4,2,"16/03/2015",148,62,86,5
"771","G4F004",2015-03-16,"Thigh","G4M021","M","Male",3,"Gemsbok 4","Initiated",0,0,0,0,0,0,0,0,0,154.75,54.7666666666667,99.9833333333333,4,8,2,13,11,8,8,7,40,1,4,2,"16/03/2015",148,108,40,5
"772","G4F004",2015-03-16,"Thigh","G4M021","M","Male",3,"Gemsbok 4","Received",0,0,0,0,0,0,0,0,0,154.75,54.7666666666667,99.9833333333333,4,8,2,13,11,8,8,7,40,1,4,2,"16/03/2015",148,108,40,5
"773","G4F004",2015-03-28,"Tlow","G4F002","F","Subordinate",0,"Gemsbok 4","Initiated",0,0,0,0,0,0,4,39,0,192.1,49.3166666666667,142.783333333333,5,8,3,13,11,11,8,8,158,2,4,2,"28/03/2015",144,-14,158,6
"774","G4F004",2015-03-28,"Tlow","G4F002","F","Subordinate",0,"Gemsbok 4","Received",1,0,0,0,0,1,0,0,1,192.1,49.3166666666667,142.783333333333,5,8,3,13,11,11,8,8,158,2,4,2,"28/03/2015",144,-14,158,6
"775","G4F004",2015-03-28,"Tlow","G4F006","F","Subordinate",4,"Gemsbok 4","Initiated",0,0,0,0,0,0,1,3,0,192.1,49.3166666666667,142.783333333333,5,8,3,13,11,11,8,8,103,11,4,2,"28/03/2015",144,41,103,6
"776","G4F004",2015-03-28,"Tlow","G4F006","F","Subordinate",4,"Gemsbok 4","Received",0,0,0,0,0,0,0,0,0,192.1,49.3166666666667,142.783333333333,5,8,3,13,11,11,8,8,103,11,4,2,"28/03/2015",144,41,103,6
"777","G4F004",2015-03-28,"Tlow","G4F016","F","Subordinate",3,"Gemsbok 4","Initiated",0,0,0,0,0,0,0,0,0,192.1,49.3166666666667,142.783333333333,5,8,3,13,11,11,8,8,105,11,4,2,"28/03/2015",144,39,98,6
"778","G4F004",2015-03-28,"Tlow","G4F016","F","Subordinate",3,"Gemsbok 4","Received",0,0,0,0,0,0,0,0,0,192.1,49.3166666666667,142.783333333333,5,8,3,13,11,11,8,8,105,11,4,2,"28/03/2015",144,39,98,6
"779","G4F004",2015-03-28,"Tlow","G4F019","F","Subordinate",5,"Gemsbok 4","Initiated",0,0,0,0,0,0,0,0,0,192.1,49.3166666666667,142.783333333333,5,8,3,13,11,11,8,8,72,3,4,2,"28/03/2015",144,72,66,6
"780","G4F004",2015-03-28,"Tlow","G4F019","F","Subordinate",5,"Gemsbok 4","Received",1,0,0,0,0,0,0,0,1,192.1,49.3166666666667,142.783333333333,5,8,3,13,11,11,8,8,72,3,4,2,"28/03/2015",144,72,66,6
"781","G4F004",2015-03-28,"Tlow","G4F020","F","Subordinate",4,"Gemsbok 4","Initiated",0,0,0,0,0,0,0,0,0,192.1,49.3166666666667,142.783333333333,5,8,3,13,11,11,8,8,70,11,4,2,"28/03/2015",144,74,67,6
"782","G4F004",2015-03-28,"Tlow","G4F020","F","Subordinate",4,"Gemsbok 4","Received",3,0,0,0,2,0,1,10,5,192.1,49.3166666666667,142.783333333333,5,8,3,13,11,11,8,8,70,11,4,2,"28/03/2015",144,74,67,6
"783","G4F004",2015-03-28,"Tlow","G4F022","F","Subordinate",1,"Gemsbok 4","Initiated",0,0,0,0,0,0,0,0,0,192.1,49.3166666666667,142.783333333333,5,8,3,13,11,11,8,8,37.5,1,4,2,"28/03/2015",144,106.5,32,6
"784","G4F004",2015-03-28,"Tlow","G4F022","F","Subordinate",1,"Gemsbok 4","Received",0,0,0,0,0,0,0,0,0,192.1,49.3166666666667,142.783333333333,5,8,3,13,11,11,8,8,37.5,1,4,2,"28/03/2015",144,106.5,32,6
"785","G4F004",2015-03-28,"Tlow","G4M001","M","Male",2,"Gemsbok 4","Initiated",0,0,0,0,0,0,1,2,0,192.1,49.3166666666667,142.783333333333,5,8,3,13,11,11,8,8,157,4,4,2,"28/03/2015",144,-13,150,5
"786","G4F004",2015-03-28,"Tlow","G4M001","M","Male",2,"Gemsbok 4","Received",0,0,0,0,0,0,0,0,0,192.1,49.3166666666667,142.783333333333,5,8,3,13,11,11,8,8,157,4,4,2,"28/03/2015",144,-13,150,5
"787","G4F004",2015-03-28,"Tlow","G4M007","M","Male",0,"Gemsbok 4","Initiated",0,0,0,0,0,0,2,9,0,192.1,49.3166666666667,142.783333333333,5,8,3,13,11,11,8,8,153,11,4,2,"28/03/2015",144,-9,153,5
"788","G4F004",2015-03-28,"Tlow","G4M007","M","Male",0,"Gemsbok 4","Received",0,0,0,0,0,0,0,0,0,192.1,49.3166666666667,142.783333333333,5,8,3,13,11,11,8,8,153,11,4,2,"28/03/2015",144,-9,153,5
"789","G4F004",2015-03-28,"Tlow","G4M017","M","Male",2,"Gemsbok 4","Initiated",0,0,0,0,0,0,0,0,0,192.1,49.3166666666667,142.783333333333,5,8,3,13,11,11,8,8,78,11,4,2,"28/03/2015",144,66,69,5
"790","G4F004",2015-03-28,"Tlow","G4M017","M","Male",2,"Gemsbok 4","Received",0,0,0,0,0,0,0,0,0,192.1,49.3166666666667,142.783333333333,5,8,3,13,11,11,8,8,78,11,4,2,"28/03/2015",144,66,69,5
"791","G4F004",2015-03-28,"Tlow","G4M018","M","Male",10,"Gemsbok 4","Initiated",0,0,0,0,0,0,0,0,0,192.1,49.3166666666667,142.783333333333,5,8,3,13,11,11,8,8,93,11,4,2,"28/03/2015",144,51,86,5
"792","G4F004",2015-03-28,"Tlow","G4M018","M","Male",10,"Gemsbok 4","Received",0,0,0,0,0,0,0,0,0,192.1,49.3166666666667,142.783333333333,5,8,3,13,11,11,8,8,93,11,4,2,"28/03/2015",144,51,86,5
"793","G4F004",2015-03-28,"Tlow","G4M021","M","Male",4,"Gemsbok 4","Initiated",0,0,0,0,0,0,4,23,0,192.1,49.3166666666667,142.783333333333,5,8,3,13,11,11,8,8,47,1,4,2,"28/03/2015",144,97,40,5
"794","G4F004",2015-03-28,"Tlow","G4M021","M","Male",4,"Gemsbok 4","Received",6,0,0,0,0,0,0,0,6,192.1,49.3166666666667,142.783333333333,5,8,3,13,11,11,8,8,47,1,4,2,"28/03/2015",144,97,40,5
"795","L6F001",2015-04-17,"Control","L6F005","F","Subordinate",1,"Lonely 6","Initiated",0,0,0,0,0,0,5,26,0,319.983333333333,58.35,261.633333333333,6,4,3,7,7,7,6,6,134,1,3,2,"17/04/2015",127,-7,126,2
"796","L6F001",2015-04-17,"Control","L6F005","F","Subordinate",1,"Lonely 6","Received",5,3,0,0,0,1,0,0,8,319.983333333333,58.35,261.633333333333,6,4,3,7,7,7,6,6,134,1,3,2,"17/04/2015",127,-7,126,2
"797","L6F001",2015-04-17,"Control","L6F008","F","Queen",1,"Lonely 6","Initiated",0,0,0,0,0,0,1,6,0,319.983333333333,58.35,261.633333333333,6,4,3,7,7,7,6,6,131,3,3,2,"17/04/2015",127,-4,121,1
"798","L6F001",2015-04-17,"Control","L6F008","F","Queen",1,"Lonely 6","Received",0,0,0,0,0,0,0,0,0,319.983333333333,58.35,261.633333333333,6,4,3,7,7,7,6,6,131,3,3,2,"17/04/2015",127,-4,121,1
"799","L6F001",2015-04-17,"Control","L6F011","F","Subordinate",6,"Lonely 6","Initiated",0,0,0,0,0,0,0,0,0,319.983333333333,58.35,261.633333333333,6,4,3,7,7,7,6,6,70,3,3,2,"17/04/2015",127,57,51,2
"800","L6F001",2015-04-17,"Control","L6F011","F","Subordinate",6,"Lonely 6","Received",1,0,0,0,0,0,0,0,1,319.983333333333,58.35,261.633333333333,6,4,3,7,7,7,6,6,70,3,3,2,"17/04/2015",127,57,51,2
"801","L6F001",2015-04-17,"Control","L6M002","M","Male",4,"Lonely 6","Initiated",0,0,0,0,1,0,0,0,1,319.983333333333,58.35,261.633333333333,6,4,3,7,7,7,6,6,134,3,3,2,"17/04/2015",127,-7,134,3
"802","L6F001",2015-04-17,"Control","L6M002","M","Male",4,"Lonely 6","Received",0,0,0,0,0,0,0,0,0,319.983333333333,58.35,261.633333333333,6,4,3,7,7,7,6,6,134,3,3,2,"17/04/2015",127,-7,134,3
"803","L6F001",2015-04-17,"Control","L6M004","M","Male",8,"Lonely 6","Initiated",4,0,0,0,0,0,3,22,4,319.983333333333,58.35,261.633333333333,6,4,3,7,7,7,6,6,148,3,3,2,"17/04/2015",127,-21,143,3
"804","L6F001",2015-04-17,"Control","L6M004","M","Male",8,"Lonely 6","Received",1,0,0,0,0,0,0,0,1,319.983333333333,58.35,261.633333333333,6,4,3,7,7,7,6,6,148,3,3,2,"17/04/2015",127,-21,143,3
"805","L6F001",2015-04-17,"Control","L6M009","M","Male",4,"Lonely 6","Initiated",0,0,0,0,0,0,0,0,0,319.983333333333,58.35,261.633333333333,6,4,3,7,7,7,6,6,167,3,3,2,"17/04/2015",127,-40,164,3
"806","L6F001",2015-04-17,"Control","L6M009","M","Male",4,"Lonely 6","Received",0,0,0,0,0,0,0,0,0,319.983333333333,58.35,261.633333333333,6,4,3,7,7,7,6,6,167,3,3,2,"17/04/2015",127,-40,164,3
"807","L6F001",2015-04-03,"Thigh","L6F005","F","Subordinate",14,"Lonely 6","Initiated",3,0,0,0,2,0,10,36,5,356.183333333333,23.6,332.583333333333,5,4,2,7,7,6,6,6,134,0,3,2,"03/04/2015",123,-11,126,2
"808","L6F001",2015-04-03,"Thigh","L6F005","F","Subordinate",14,"Lonely 6","Received",9,1,0,0,2,1,1,2,12,356.183333333333,23.6,332.583333333333,5,4,2,7,7,6,6,6,134,0,3,2,"03/04/2015",123,-11,126,2
"809","L6F001",2015-04-03,"Thigh","L6F008","F","Queen",5,"Lonely 6","Initiated",0,0,0,0,0,0,11,94,0,356.183333333333,23.6,332.583333333333,5,4,2,7,7,6,6,6,121,2,3,2,"03/04/2015",123,2,121,1
"810","L6F001",2015-04-03,"Thigh","L6F008","F","Queen",5,"Lonely 6","Received",0,0,0,0,0,0,0,0,0,356.183333333333,23.6,332.583333333333,5,4,2,7,7,6,6,6,121,2,3,2,"03/04/2015",123,2,121,1
"811","L6F001",2015-04-03,"Thigh","L6F011","F","Subordinate",12,"Lonely 6","Initiated",3,0,0,0,0,0,1,1,3,356.183333333333,23.6,332.583333333333,5,4,2,7,7,6,6,6,63,2,3,2,"03/04/2015",123,60,51,2
"812","L6F001",2015-04-03,"Thigh","L6F011","F","Subordinate",12,"Lonely 6","Received",9,0,0,0,0,0,1,1,9,356.183333333333,23.6,332.583333333333,5,4,2,7,7,6,6,6,63,2,3,2,"03/04/2015",123,60,51,2
"813","L6F001",2015-04-03,"Thigh","L6M002","M","Male",2,"Lonely 6","Initiated",1,0,0,0,0,0,0,0,1,356.183333333333,23.6,332.583333333333,5,4,2,7,7,6,6,6,136,2,3,2,"03/04/2015",123,-13,134,3
"814","L6F001",2015-04-03,"Thigh","L6M002","M","Male",2,"Lonely 6","Received",0,0,0,0,0,0,0,0,0,356.183333333333,23.6,332.583333333333,5,4,2,7,7,6,6,6,136,2,3,2,"03/04/2015",123,-13,134,3
"815","L6F001",2015-04-03,"Thigh","L6M004","M","Male",10,"Lonely 6","Initiated",2,0,0,0,0,0,5,13,2,356.183333333333,23.6,332.583333333333,5,4,2,7,7,6,6,6,148,2,3,2,"03/04/2015",123,-25,143,3
"816","L6F001",2015-04-03,"Thigh","L6M004","M","Male",10,"Lonely 6","Received",0,0,0,0,0,0,0,0,0,356.183333333333,23.6,332.583333333333,5,4,2,7,7,6,6,6,148,2,3,2,"03/04/2015",123,-25,143,3
"817","L6F001",2015-04-03,"Thigh","L6M009","M","Male",8,"Lonely 6","Initiated",7,0,0,0,0,0,0,0,7,356.183333333333,23.6,332.583333333333,5,4,2,7,7,6,6,6,165,2,3,2,"03/04/2015",123,-42,164,3
"818","L6F001",2015-04-03,"Thigh","L6M009","M","Male",8,"Lonely 6","Received",0,0,0,0,0,0,0,0,0,356.183333333333,23.6,332.583333333333,5,4,2,7,7,6,6,6,165,2,3,2,"03/04/2015",123,-42,164,3
"819","L6F001",2015-03-20,"Tlow","L6F005","F","Subordinate",3,"Lonely 6","Initiated",0,0,0,0,0,0,10,26,0,257.866666666667,50.1833333333333,207.683333333333,5,4,2,7,6,6,6,6,126,0,3,2,"20/03/2015",126,0,126,2
"820","L6F001",2015-03-20,"Tlow","L6F005","F","Subordinate",3,"Lonely 6","Received",6,0,0,0,1,2,0,0,7,257.866666666667,50.1833333333333,207.683333333333,5,4,2,7,6,6,6,6,126,0,3,2,"20/03/2015",126,0,126,2
"821","L6F001",2015-03-20,"Tlow","L6F008","F","Queen",1,"Lonely 6","Initiated",0,0,0,0,0,0,9,32,0,257.866666666667,50.1833333333333,207.683333333333,5,4,2,7,6,6,6,6,132,2,3,2,"20/03/2015",126,-6,121,1
"822","L6F001",2015-03-20,"Tlow","L6F008","F","Queen",1,"Lonely 6","Received",0,0,1,0,0,0,0,0,1,257.866666666667,50.1833333333333,207.683333333333,5,4,2,7,6,6,6,6,132,2,3,2,"20/03/2015",126,-6,121,1
"823","L6F001",2015-03-20,"Tlow","L6F011","F","Subordinate",6,"Lonely 6","Initiated",3,2,0,0,0,5,0,0,5,257.866666666667,50.1833333333333,207.683333333333,5,4,2,7,6,6,6,6,51,8,3,2,"20/03/2015",126,75,51,2
"824","L6F001",2015-03-20,"Tlow","L6F011","F","Subordinate",6,"Lonely 6","Received",3,0,0,0,0,17,1,5,3,257.866666666667,50.1833333333333,207.683333333333,5,4,2,7,6,6,6,6,51,8,3,2,"20/03/2015",126,75,51,2
"825","L6F001",2015-03-20,"Tlow","L6M002","M","Male",3,"Lonely 6","Initiated",0,0,0,0,0,0,1,6,0,257.866666666667,50.1833333333333,207.683333333333,5,4,2,7,6,6,6,6,138,8,3,2,"20/03/2015",126,-12,134,3
"826","L6F001",2015-03-20,"Tlow","L6M002","M","Male",3,"Lonely 6","Received",0,0,0,0,0,0,0,0,0,257.866666666667,50.1833333333333,207.683333333333,5,4,2,7,6,6,6,6,138,8,3,2,"20/03/2015",126,-12,134,3
"827","L6F001",2015-03-20,"Tlow","L6M004","M","Male",4,"Lonely 6","Initiated",0,0,0,0,0,0,0,0,0,257.866666666667,50.1833333333333,207.683333333333,5,4,2,7,6,6,6,6,143,8,3,2,"20/03/2015",126,-17,143,3
"828","L6F001",2015-03-20,"Tlow","L6M004","M","Male",4,"Lonely 6","Received",0,0,0,0,0,0,0,0,0,257.866666666667,50.1833333333333,207.683333333333,5,4,2,7,6,6,6,6,143,8,3,2,"20/03/2015",126,-17,143,3
"829","L6F001",2015-03-20,"Tlow","L6M009","M","Male",7,"Lonely 6","Initiated",11,0,0,0,2,0,0,0,13,257.866666666667,50.1833333333333,207.683333333333,5,4,2,7,6,6,6,6,164,8,3,2,"20/03/2015",126,-38,164,3
"830","L6F001",2015-03-20,"Tlow","L6M009","M","Male",7,"Lonely 6","Received",2,0,0,0,1,0,0,0,3,257.866666666667,50.1833333333333,207.683333333333,5,4,2,7,6,6,6,6,164,8,3,2,"20/03/2015",126,-38,164,3
"831","L6F005",2015-03-20,"Control","L6F001","F","Subordinate",3,"Lonely 6","Initiated",6,0,0,0,1,0,0,0,7,321.416666666667,46.8333333333333,274.583333333333,5,4,2,7,6,6,6,6,126,0,3,2,"20/03/2015",126,0,123,2
"832","L6F005",2015-03-20,"Control","L6F001","F","Subordinate",3,"Lonely 6","Received",0,0,0,0,0,0,11,25,0,321.416666666667,46.8333333333333,274.583333333333,5,4,2,7,6,6,6,6,126,0,3,2,"20/03/2015",126,0,123,2
"833","L6F005",2015-03-20,"Control","L6F011","F","Subordinate",9,"Lonely 6","Initiated",3,0,0,1,0,1,0,0,4,321.416666666667,46.8333333333333,274.583333333333,5,4,2,7,6,6,6,6,51,8,3,2,"20/03/2015",126,75,51,2
"834","L6F005",2015-03-20,"Control","L6F011","F","Subordinate",9,"Lonely 6","Received",1,0,0,0,0,0,2,18,1,321.416666666667,46.8333333333333,274.583333333333,5,4,2,7,6,6,6,6,51,8,3,2,"20/03/2015",126,75,51,2
"835","L6F005",2015-03-20,"Control","L6M002","M","Male",4,"Lonely 6","Initiated",2,0,0,1,0,0,2,4,3,321.416666666667,46.8333333333333,274.583333333333,5,4,2,7,6,6,6,6,138,8,3,2,"20/03/2015",126,-12,134,3
"836","L6F005",2015-03-20,"Control","L6M002","M","Male",4,"Lonely 6","Received",1,0,0,1,0,0,0,0,2,321.416666666667,46.8333333333333,274.583333333333,5,4,2,7,6,6,6,6,138,8,3,2,"20/03/2015",126,-12,134,3
"837","L6F005",2015-03-20,"Control","L6M004","M","Male",3,"Lonely 6","Initiated",2,0,0,0,1,0,0,0,3,321.416666666667,46.8333333333333,274.583333333333,5,4,2,7,6,6,6,6,143,8,3,2,"20/03/2015",126,-17,143,3
"838","L6F005",2015-03-20,"Control","L6M004","M","Male",3,"Lonely 6","Received",2,0,0,0,0,0,0,0,2,321.416666666667,46.8333333333333,274.583333333333,5,4,2,7,6,6,6,6,143,8,3,2,"20/03/2015",126,-17,143,3
"839","L6F005",2015-03-20,"Control","L6M009","M","Male",3,"Lonely 6","Initiated",0,0,0,0,0,0,0,0,0,321.416666666667,46.8333333333333,274.583333333333,5,4,2,7,6,6,6,6,164,8,3,2,"20/03/2015",126,-38,164,3
"840","L6F005",2015-03-20,"Control","L6M009","M","Male",3,"Lonely 6","Received",0,0,0,0,0,0,0,0,0,321.416666666667,46.8333333333333,274.583333333333,5,4,2,7,6,6,6,6,164,8,3,2,"20/03/2015",126,-38,164,3
"841","L6F005",2015-04-17,"Thigh","L6F001","F","Subordinate",2,"Lonely 6","Initiated",3,3,0,1,0,3,0,0,7,300.466666666667,32.6166666666667,267.85,3,4,1,7,7,7,6,6,127,1,4,2,"17/04/2015",134,7,123,2
"842","L6F005",2015-04-17,"Thigh","L6F001","F","Subordinate",2,"Lonely 6","Received",0,0,0,0,0,0,4,14,0,300.466666666667,32.6166666666667,267.85,3,4,1,7,7,7,6,6,127,1,4,2,"17/04/2015",134,7,123,2
"843","L6F005",2015-04-17,"Thigh","L6F008","F","Queen",4,"Lonely 6","Initiated",0,0,0,0,0,0,0,0,0,300.466666666667,32.6166666666667,267.85,3,4,1,7,7,7,6,6,131,3,4,2,"17/04/2015",134,3,121,1
"844","L6F005",2015-04-17,"Thigh","L6F008","F","Queen",4,"Lonely 6","Received",0,0,0,0,0,0,0,0,0,300.466666666667,32.6166666666667,267.85,3,4,1,7,7,7,6,6,131,3,4,2,"17/04/2015",134,3,121,1
"845","L6F005",2015-04-17,"Thigh","L6F011","F","Subordinate",8,"Lonely 6","Initiated",5,6,1,0,0,4,0,0,12,300.466666666667,32.6166666666667,267.85,3,4,1,7,7,7,6,6,70,3,4,2,"17/04/2015",134,64,51,2
"846","L6F005",2015-04-17,"Thigh","L6F011","F","Subordinate",8,"Lonely 6","Received",12,0,0,0,0,1,21,186,12,300.466666666667,32.6166666666667,267.85,3,4,1,7,7,7,6,6,70,3,4,2,"17/04/2015",134,64,51,2
"847","L6F005",2015-04-17,"Thigh","L6M002","M","Male",3,"Lonely 6","Initiated",1,0,0,0,0,0,0,0,1,300.466666666667,32.6166666666667,267.85,3,4,1,7,7,7,6,6,134,3,4,2,"17/04/2015",134,0,134,3
"848","L6F005",2015-04-17,"Thigh","L6M002","M","Male",3,"Lonely 6","Received",0,0,1,0,0,0,0,0,1,300.466666666667,32.6166666666667,267.85,3,4,1,7,7,7,6,6,134,3,4,2,"17/04/2015",134,0,134,3
"849","L6F005",2015-04-17,"Thigh","L6M004","M","Male",10,"Lonely 6","Initiated",1,0,0,1,0,0,1,7,2,300.466666666667,32.6166666666667,267.85,3,4,1,7,7,7,6,6,148,3,4,2,"17/04/2015",134,-14,143,3
